PM2.5,PM10,NO2,CO,Traffic Volume,Temperature,Humidity,Wind Speed,AQI
55.50582194077824,185.70808599343536,83.50173095424556,4.291042097578736,2927.766389374822,37.52642104759535,83.57536404420381,3.19304290224232,73.64468760720695
169.25256386647266,37.76871914175516,57.18966227541841,3.8352783584998114,3274.750077940542,36.80157179973945,24.97007851045361,4.213393460500226,199.85812917027425
97.69249259653559,70.98239753007968,57.917267028207206,1.3359271498292145,3831.6212063007124,14.014686563279339,84.27612892079972,6.25125560614172,279.5494479279706
176.17641999523767,28.374617112402554,62.697464332333894,0.6573944137974403,3322.581983482143,12.584855089374585,54.10436140713525,7.281879356094087,218.44113693859802
55.01773424356002,109.23367290749714,122.65313338222798,2.0301910240174847,2289.114323500823,27.715550839056455,21.29885802715808,13.457609176025251,121.72999787949774
59.116737899256506,265.0167122626644,117.66358537149058,0.24721004410723357,3044.2830786464547,15.176817584767726,67.5597107577119,8.778356737622282,264.95251793945647
88.87044015634814,31.97740647998053,92.35432514717927,0.928705550888562,2413.920053470423,20.34511301874211,69.83692098544896,2.1360132229837876,286.5832212858714
47.21848238903127,77.41026188527337,77.78195212971363,1.8188148081204423,4621.466627526176,17.58774055674664,32.797951047415324,0.9220464177032128,170.7328266691718
113.16225050622973,115.72626283372355,58.711418976449124,1.296644632765042,1120.5951283169775,26.55846954339162,47.41416066968877,9.159873644607963,143.81052563422827
91.76803951047617,195.19402969734134,100.52611391099119,4.78487374421562,1491.4422217330548,21.146913977686893,81.15639441551423,6.177774358992838,129.33825256235494
38.65276928030714,251.88815590596096,63.40338977410543,1.2433497448346174,2742.0481213400412,38.64918761330382,84.66319279784379,6.8532897042787475,108.84796164764703
180.9039058186238,47.806468418655236,57.292558281130795,0.806721881741983,1914.0300106435654,19.9610412403875,50.26162164397298,11.612512426214625,283.5932524287347
106.72426022674193,298.93008507343484,133.15614484126112,1.9772260385198719,4553.823998739126,23.903779630722244,79.14940058531795,9.18807764182636,253.3275554777079
176.40047259377164,158.97616959010003,95.99990527451017,0.4824960412676368,1342.7470702350738,26.460316436286874,37.616559294998005,11.543192024858799,90.53485129121792
16.556202807626327,181.0763280999967,51.138269788199864,1.7610776989152785,3253.515795331681,27.430469282025975,54.38534635615273,11.460707645769622,280.7005654030561
